Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Year,MRP_Level,Item_Outlet_Sales,Item_Class
FDF,12.5,Low Fat,0.07231722,Starchy Foods,127.102,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,1.990559,FD
DRM,6.11,Regular,0.1528135,Soft Drinks,45.6086,OUT017,Small,Tier 2,Supermarket Type1,6,Low,22.49571,DR
NCP,7.105,None,0.04477147,Household,58.2562,OUT013,High,Tier 3,Supermarket Type1,26,Low,10.17166,NC
FDW,8.5,Low Fat,0.09808323,Canned,50.3324,OUT045,Small,Tier 2,Supermarket Type1,11,Low,13.41325,FD
FDV,16.7,Regular,0.06121901,Baking Goods,100.0384,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,19.70012,FD
FDH,17.1,Regular,0.04707332,Canned,138.6838,OUT017,Small,Tier 2,Supermarket Type1,6,High,21.27256,FD
FDQ,8.325,Low Fat,0.02995331,Fruits and Vegetables,39.5138,OUT017,Small,Tier 2,Supermarket Type1,6,Low,14.38974,FD
FDT,15.85,Low Fat,0.05694594,Snack Foods,55.1956,OUT013,High,Tier 3,Supermarket Type1,26,Low,22.74998,FD
NCM,20.5,None,0.04052075,Others,153.934,OUT019,Small,Tier 1,Grocery Store,28,High,0.994803,NC
FDJ,18.75,Low Fat,0.05255451,Snack Foods,190.3504,OUT027,Medium,Tier 3,Supermarket Type3,28,High,10.07355,FD
FDD,12.15,Low Fat,0.01851465,Frozen Foods,252.7698,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,23.08189,FD
FDA,15.85,Low Fat,0.07871426,Canned,37.2506,OUT045,Small,Tier 2,Supermarket Type1,11,Low,13.24429,FD
FDV,17.1,Low Fat,0.0541973,Breads,83.5566,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,22.26329,FD
FDS,15.5,Low Fat,0.1034423,Snack Foods,144.847,OUT046,Small,Tier 1,Supermarket Type1,16,High,16.80048,FD
DRG,14.15,Low Fat,0.09536019,Soft Drinks,172.3106,OUT035,Small,Tier 2,Supermarket Type1,9,High,18.86768,DR
FDK,6.65,Low Fat,0.05303186,Canned,149.1734,OUT027,Medium,Tier 3,Supermarket Type3,28,High,29.85922,FD
DRJ,6.865,Low Fat,0.0139906,Soft Drinks,127.6652,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,22.25849,DR
FDR,16.5,Regular,0.06623702,Breakfast,183.1292,OUT035,Small,Tier 2,Supermarket Type1,9,High,34.86621,FD
NCS,14.5,None,0.08976121,Health and Hygiene,159.4604,OUT035,Small,Tier 2,Supermarket Type1,9,High,14.90593,NC
FDR,19.35,Regular,0.01863822,Snack Foods,110.2544,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,15.21768,FD
NCP,8.51,None,0.01617634,Household,192.1478,OUT018,Medium,Tier 3,Supermarket Type2,4,High,10.08327,NC
FDK,6.65,Low Fat,0.08919639,Canned,147.0734,OUT010,Small,Tier 3,Grocery Store,15,High,2.019038,FD
NCC,7.39,None,0.0927829,Household,252.6066,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,8.942994,NC
FDH,10.895,Low Fat,0.0358031,Fruits and Vegetables,130.3284,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,19.21868,FD
FDQ,8.63,Regular,0.02827134,Canned,170.5422,OUT035,Small,Tier 2,Supermarket Type1,9,High,12.13369,FD
FDA,7.75,Low Fat,0.04323882,Baking Goods,92.5436,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,18.38901,FD
FDG,12.15,Low Fat,0.03795531,Meat,62.8826,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,11.29738,FD
FDW,18.25,Low Fat,0.08918608,Frozen Foods,194.3452,OUT018,Medium,Tier 3,Supermarket Type2,4,High,23.16568,FD
FDV,19.85,Low Fat,0.04456666,Dairy,88.5856,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,7.936784,FD
FDB,9.3,Low Fat,0.02863828,Baking Goods,195.8136,OUT018,Medium,Tier 3,Supermarket Type2,4,High,10.92135,FD
FDU,19.35,Regular,0.0577623,Fruits and Vegetables,237.3564,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,9.037918,FD
DRH,5.98,Low Fat,0.0757112,Hard Drinks,55.6614,OUT045,Small,Tier 2,Supermarket Type1,11,Low,5.956882,DR
FDC,9.195,Low Fat,0.02776758,Baking Goods,82.1592,OUT019,Small,Tier 1,Grocery Store,28,Medium,5.024343,FD
DRK,7.02,Low Fat,0.0498654,Dairy,82.925,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,14.05065,DR
FDB,7.72,Low Fat,0.05206148,Fruits and Vegetables,76.7986,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,17.24349,FD
FDE,5.925,Regular,0.09638705,Dairy,45.6086,OUT013,High,Tier 3,Supermarket Type1,26,Low,7.824594,FD
FDX,9.695,Regular,0.1281765,Baking Goods,224.8404,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,16.01423,FD
NCT,12.6,None,0.06411072,Health and Hygiene,122.3414,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,1.991826,NC
FDU,15.6,Regular,0.03556134,Snack Foods,112.1518,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,16.24253,FD
FDF,16.7,Regular,0.119648,Fruits and Vegetables,180.9976,OUT049,Medium,Tier 1,Supermarket Type1,14,High,23.01271,FD
FDW,18,Regular,0.2388319,Fruits and Vegetables,88.2514,OUT010,Small,Tier 3,Grocery Store,15,Medium,1.003399,FD
FDR,12.65,Regular,0.07567634,Frozen Foods,190.4846,OUT027,Medium,Tier 3,Supermarket Type3,28,High,46.14489,FD
FDB,20.85,Low Fat,0.02141668,Fruits and Vegetables,104.6306,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,10.98949,FD
NCT,5.88,None,0.0247668,Household,151.0392,OUT027,Medium,Tier 3,Supermarket Type3,28,High,21.72325,NC
FDP,18.7,Regular,0.07069173,Frozen Foods,230.201,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,24.9457,FD
FDI,8.42,Regular,0.03069331,Canned,228.0352,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,45.19734,FD
FDU,18.85,Low Fat,0.05567158,Baking Goods,133.3284,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,1.977499,FD
FDS,11.65,Low Fat,0.04050723,Fruits and Vegetables,186.924,OUT035,Small,Tier 2,Supermarket Type1,9,High,11.9679,FD
NCM,16.5,None,0.03562632,Health and Hygiene,93.112,OUT013,High,Tier 3,Supermarket Type1,26,Medium,10.01074,NC
FDP,15.6,Low Fat,0.1436889,Breakfast,128.1994,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,17.03978,FD
FDJ,12.3,Regular,0.1065429,Fruits and Vegetables,173.2396,OUT045,Small,Tier 2,Supermarket Type1,11,High,18.12468,FD
FDY,13.6,Regular,0.2086625,Dairy,231.83,OUT019,Small,Tier 1,Grocery Store,28,Very_High,2.010352,FD
FDC,10.65,Low Fat,0.02410706,Fruits and Vegetables,56.6272,OUT017,Small,Tier 2,Supermarket Type1,6,Low,7.901108,FD
FDF,16.2,Low Fat,0.1040585,Canned,102.499,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,20.13659,FD
FDX,10.5,Regular,0.04840339,Dairy,48.2376,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,10.93159,FD
FDN,16.85,Regular,0.0263914,Canned,92.812,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,28.12067,FD
FDA,7.55,Regular,0.03100738,Fruits and Vegetables,123.4072,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,16.87602,FD
FDT,7,Low Fat,0.1506724,Canned,104.728,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,23.39531,FD
FDA,13.35,Regular,0.1495986,Snack Foods,179.466,OUT049,Medium,Tier 1,Supermarket Type1,14,High,21.0351,FD
FDV,16,Low Fat,0.07729036,Fruits and Vegetables,44.5086,OUT017,Small,Tier 2,Supermarket Type1,6,Low,16.03595,FD
FDK,11.35,Regular,0.07875865,Snack Foods,103.0016,OUT019,Small,Tier 1,Grocery Store,28,Medium,1.965049,FD
FDL,16.85,Low Fat,0.03635989,Snack Foods,90.7488,OUT013,High,Tier 3,Supermarket Type1,26,Medium,24.9449,FD
FDP,8.185,Low Fat,0.04674707,Fruits and Vegetables,49.9692,OUT017,Small,Tier 2,Supermarket Type1,6,Low,16.76185,FD
DRL,19.7,Low Fat,0.03865726,Hard Drinks,125.9362,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,12.98968,DR
NCT,10.8,None,0.04186585,Health and Hygiene,189.7214,OUT046,Small,Tier 1,Supermarket Type1,16,High,30.78758,NC
FDR,12.6,Regular,0.03171313,Baking Goods,172.5764,OUT017,Small,Tier 2,Supermarket Type1,6,High,5.972186,FD
FDD,16.7,Low Fat,0.07044068,Dairy,216.885,OUT018,Medium,Tier 3,Supermarket Type2,4,Very_High,28.93314,FD
FDG,13.1,Low Fat,0.006087409,Frozen Foods,185.0898,OUT018,Medium,Tier 3,Supermarket Type2,4,High,10.10806,FD
FDV,14.85,Regular,0.03545646,Fruits and Vegetables,162.2578,OUT017,Small,Tier 2,Supermarket Type1,6,High,22.74485,FD
FDS,7.02,Low Fat,0.142108,Fruits and Vegetables,150.3734,OUT019,Small,Tier 1,Grocery Store,28,High,1.97473,FD
FDM,13,Regular,0.03006413,Canned,58.022,OUT013,High,Tier 3,Supermarket Type1,26,Low,15.49119,FD
DRF,12.1,Low Fat,0.02978136,Soft Drinks,146.9444,OUT046,Small,Tier 1,Supermarket Type1,16,High,10.86526,DR
FDJ,11.3,Low Fat,0.05638785,Baking Goods,245.4118,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,27.17603,FD
FDM,10,Low Fat,0.03865361,Fruits and Vegetables,245.4144,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,28.95273,FD
FDP,20.6,Low Fat,0.08317241,Baking Goods,121.0756,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,14.01156,FD
FDC,11.5,Regular,0.02056592,Dairy,86.054,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,16.09296,FD
NCB,11.8,None,0.008609602,Health and Hygiene,114.8492,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,12.10448,NC
FDN,8.895,Low Fat,0.1211807,Breakfast,177.037,OUT010,Small,Tier 3,Grocery Store,15,High,0.9966109,FD
FDT,9.3,Low Fat,0.1747039,Snack Foods,104.0964,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,17.17964,FD
FDA,16.2,Regular,0.1278004,Frozen Foods,177.037,OUT027,Medium,Tier 3,Supermarket Type3,28,High,25.91188,FD
NCC,19.1,None,0.2967137,Household,171.8422,OUT010,Small,Tier 3,Grocery Store,15,High,6.020949,NC
NCR,17.85,None,0.01812595,Health and Hygiene,94.9094,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,8.025287,NC
FDX,6.445,Low Fat,0.02985971,Baking Goods,94.1436,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,15.06373,FD
FDP,12.65,Low Fat,0.1162032,Meat,53.5324,OUT010,Small,Tier 3,Grocery Store,15,Low,7.760892,FD
NCH,13.15,None,0.09264951,Household,157.8604,OUT035,Small,Tier 2,Supermarket Type1,9,High,24.09122,NC
FDW,15,Low Fat,0.08119704,Breads,121.7414,OUT019,Small,Tier 1,Grocery Store,28,Medium,3.002464,FD
DRD,15,Low Fat,0.04907018,Soft Drinks,61.9168,OUT035,Small,Tier 2,Supermarket Type1,9,Low,12.38762,DR
FDR,11.65,Low Fat,0.1313948,Baking Goods,151.9024,OUT013,High,Tier 3,Supermarket Type1,26,High,10.99276,FD
FDE,20.1,Regular,0.09781621,Frozen Foods,152.2366,OUT010,Small,Tier 3,Grocery Store,15,High,0.9927744,FD
FDP,17.35,Low Fat,0.03783455,Baking Goods,102.9016,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,18.68611,FD
FDD,18.1,Low Fat,0.02252629,Fruits and Vegetables,95.0094,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,18.03789,FD
FDW,8.5,Low Fat,0.163839,Canned,51.3324,OUT010,Small,Tier 3,Grocery Store,15,Low,6.070131,FD
FDN,14.1,Low Fat,0.1134971,Baking Goods,56.1956,OUT045,Small,Tier 2,Supermarket Type1,11,Low,24.2882,FD
FDJ,11.8,Regular,0.09418548,Snack Foods,126.2704,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,15.86062,FD
FDD,6.035,Low Fat,0.1411385,Snack Foods,155.0998,OUT013,High,Tier 3,Supermarket Type1,26,High,23.79884,FD
FDF,7.07,Low Fat,0.1640061,Snack Foods,113.2834,OUT019,Small,Tier 1,Grocery Store,28,Medium,5.08386,FD
NCE,12.5,None,0.1731411,Household,168.4448,OUT010,Small,Tier 3,Grocery Store,15,High,1.011873,NC
FDN,20.85,Low Fat,0.03955502,Meat,116.8808,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,7.017967,FD
FDW,14,Regular,0.03758088,Frozen Foods,162.6526,OUT049,Medium,Tier 1,Supermarket Type1,14,High,26.28773,FD
DRH,17.25,Low Fat,0.03506432,Dairy,92.412,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,14.1212,DR
NCM,11.5,None,0.01767801,Health and Hygiene,129.2626,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,13.19108,NC
FDR,6.675,Low Fat,0.04198664,Snack Foods,93.2462,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,15.87989,FD
FDY,5.8,Low Fat,0.1309558,Dairy,90.3172,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,14.81731,FD
FDE,8.895,Low Fat,0.02649273,Frozen Foods,208.4954,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,29.98561,FD
NCE,7.67,None,0.185131,Household,32.9216,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,17.87784,NC
FDE,10.895,Low Fat,0.02693467,Frozen Foods,106.128,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,3.011307,FD
DRK,8.21,Low Fat,0.01513168,Hard Drinks,148.2392,OUT045,Small,Tier 2,Supermarket Type1,11,High,10.06071,DR
DRH,8.575,Low Fat,0.02386608,Soft Drinks,107.128,OUT013,High,Tier 3,Supermarket Type1,26,Medium,8.949593,DR
FDA,7.75,Low Fat,0.04341496,Baking Goods,93.1436,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,15.22546,FD
DRL,15.7,Low Fat,0.03055495,Hard Drinks,41.877,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,26.86921,DR
DRF,16.1,Low Fat,0.02346312,Soft Drinks,190.6846,OUT027,Medium,Tier 3,Supermarket Type3,28,High,50.10489,DR
FDI,12.35,Regular,0.03395183,Meat,197.2426,OUT017,Small,Tier 2,Supermarket Type1,6,High,15.03802,FD
FDI,17.7,Low Fat,0.1742283,Fruits and Vegetables,117.1834,OUT013,High,Tier 3,Supermarket Type1,26,Medium,5.897596,FD
DRL,8.52,Low Fat,0.02716959,Soft Drinks,151.0682,OUT018,Medium,Tier 3,Supermarket Type2,4,High,12.11121,DR
NCY,18.2,None,0.1630653,Health and Hygiene,43.3086,OUT035,Small,Tier 2,Supermarket Type1,9,Low,17.51029,NC
DRH,16.2,Low Fat,0.05844418,Soft Drinks,73.0696,OUT019,Small,Tier 1,Grocery Store,28,Medium,3.061585,DR
FDX,16,Low Fat,0.0570493,Dairy,225.9404,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,5.9761,FD
FDG,8.63,Regular,0.03296082,Snack Foods,115.0518,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,11.87484,FD
FDM,10.8,Regular,0.04459498,Baking Goods,40.7138,OUT017,Small,Tier 2,Supermarket Type1,6,Low,9.975438,FD
FDJ,18.75,Low Fat,0.05302537,Snack Foods,192.5504,OUT018,Medium,Tier 3,Supermarket Type2,4,High,10.9543,FD
FDU,5.78,Low Fat,0.09630602,Breads,161.9552,OUT013,High,Tier 3,Supermarket Type1,26,High,13.04013,FD
FDL,13.8,Regular,0.01476299,Canned,90.7172,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,14.75198,FD
FDZ,17.75,Regular,0.06744663,Baking Goods,184.724,OUT013,High,Tier 3,Supermarket Type1,26,High,9.082826,FD
FDX,11.5,Regular,0.04217367,Frozen Foods,194.682,OUT018,Medium,Tier 3,Supermarket Type2,4,High,11.90138,FD
NCB,11.8,None,0.008578539,Health and Hygiene,117.6492,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,9.847003,NC
NCU,15.1,None,0.05615591,Household,140.5496,OUT017,Small,Tier 2,Supermarket Type1,6,High,19.08111,NC
FDI,17.7,Low Fat,0.3053054,Fruits and Vegetables,116.6834,OUT019,Small,Tier 1,Grocery Store,28,Medium,3.948579,FD
DRZ,8.85,Regular,0.1125712,Soft Drinks,122.0388,OUT013,High,Tier 3,Supermarket Type1,26,Medium,13.19174,DR
NCL,12.6,None,0.0832219,Household,174.5054,OUT017,Small,Tier 2,Supermarket Type1,6,High,15.05157,NC
FDS,13.8,Regular,0.06419514,Fruits and Vegetables,75.8012,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,15.01979,FD
DRB,6.115,Regular,0.007055292,Soft Drinks,188.653,OUT049,Medium,Tier 1,Supermarket Type1,14,High,19.11079,DR
DRI,17.25,Low Fat,0.07070383,Dairy,170.3764,OUT010,Small,Tier 3,Grocery Store,15,High,2.016434,DR
FDS,15.5,Low Fat,0.1029413,Snack Foods,142.047,OUT027,Medium,Tier 3,Supermarket Type3,28,High,19.14713,FD
FDT,6.26,Regular,0.009887927,Meat,150.7366,OUT045,Small,Tier 2,Supermarket Type1,11,High,16.04246,FD
FDH,13.5,Low Fat,0.1012317,Baking Goods,86.254,OUT010,Small,Tier 3,Grocery Store,15,Medium,2.006956,FD
NCB,19.6,None,0.06911295,Household,90.1514,OUT010,Small,Tier 3,Grocery Store,15,Medium,4.91126,NC
FDR,17,Regular,0.1388463,Canned,263.7884,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,5.022746,FD
FDV,11.5,Low Fat,0.1710506,Snack Foods,126.3704,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,30.70563,FD
DRH,14.65,Low Fat,0.1717943,Hard Drinks,54.9614,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,10.05458,DR
FDS,8.89,Low Fat,0.005496816,Frozen Foods,102.8016,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,9.84436,FD
NCC,8.02,None,0.03325908,Household,154.2972,OUT010,Small,Tier 3,Grocery Store,15,High,7.06805,NC
FDU,18.7,Regular,0.09209592,Meat,183.3292,OUT017,Small,Tier 2,Supermarket Type1,6,High,10.946,FD
FDG,7.405,Low Fat,0.01529554,Canned,89.7146,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,6.100318,FD
FDY,5.98,Low Fat,0.0435266,Fruits and Vegetables,148.4418,OUT013,High,Tier 3,Supermarket Type1,26,High,15.85988,FD
FDX,14.3,Regular,0.0494356,Meat,209.7586,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,26.16114,FD
FDE,18.6,Low Fat,0.0276107,Snack Foods,149.5366,OUT019,Small,Tier 1,Grocery Store,28,High,4.042799,FD
NCN,15.2,None,0.01214104,Health and Hygiene,48.7034,OUT045,Small,Tier 2,Supermarket Type1,11,Low,13.97125,NC
DRF,12.1,Low Fat,0.02994982,Soft Drinks,146.3444,OUT017,Small,Tier 2,Supermarket Type1,6,High,25.7868,DR
FDT,11.35,Low Fat,0.05393932,Snack Foods,52.1008,OUT019,Small,Tier 1,Grocery Store,28,Low,0.9712097,FD
FDS,9.285,Regular,0.01942323,Snack Foods,161.5578,OUT046,Small,Tier 1,Supermarket Type1,16,High,28.80255,FD
FDX,11.5,Regular,0.07354107,Frozen Foods,192.282,OUT019,Small,Tier 1,Grocery Store,28,High,2.008321,FD
FDP,8.155,Low Fat,0.1999359,Meat,188.453,OUT010,Small,Tier 3,Grocery Store,15,High,2.013797,FD
FDX,9.3,Low Fat,0.04303335,Fruits and Vegetables,89.4172,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,12.97092,FD
DRO,13.85,Low Fat,0.03457036,Hard Drinks,117.4492,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,27.61856,DR
FDC,16.7,Regular,0.05473969,Starchy Foods,65.7168,OUT045,Small,Tier 2,Supermarket Type1,11,Low,16.53437,FD
FDB,11.15,Regular,0.1054714,Baking Goods,105.8648,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,18.64105,FD
FDU,16.7,Regular,0.0426109,Dairy,117.2782,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,6.097205,FD
NCF,17,None,0.1267583,Household,124.5362,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,9.093949,NC
FDX,7.365,Low Fat,0.04252483,Fruits and Vegetables,228.372,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,19.82485,FD
FDN,16.5,Low Fat,0.07381379,Canned,207.2638,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,25.97491,FD
DRC,13.8,Low Fat,0.09725162,Dairy,245.7802,OUT010,Small,Tier 3,Grocery Store,15,Very_High,0.9995931,DR
FDZ,17.6,Low Fat,0.01400875,Dairy,171.3422,OUT019,Small,Tier 1,Grocery Store,28,High,5.0321,FD
DRH,18.7,Low Fat,0.02442574,Soft Drinks,52.9324,OUT010,Small,Tier 3,Grocery Store,15,Low,0.981108,DR
FDK,7.905,Low Fat,0.01001232,Snack Foods,250.4408,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,11.99521,FD
FDT,13.65,Regular,0.184454,Canned,211.4902,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,19.08085,FD
FDZ,17.6,Low Fat,0.105042,Snack Foods,163.8868,OUT049,Medium,Tier 1,Supermarket Type1,14,High,18.98841,FD
DRL,15.5,Low Fat,0.05358959,Soft Drinks,44.177,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,3.91851,DR
FDN,17.25,Regular,0.1257346,Breakfast,41.748,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,4.784421,FD
FDC,6.89,Regular,0.1367051,Snack Foods,194.882,OUT045,Small,Tier 2,Supermarket Type1,11,High,22.78756,FD
FDT,7.81,Regular,0.03412912,Snack Foods,165.1158,OUT018,Medium,Tier 3,Supermarket Type2,4,High,11.13324,FD
NCB,20.2,None,0.1003193,Household,188.6898,OUT018,Medium,Tier 3,Supermarket Type2,4,High,17.84737,NC
DRI,19.6,Low Fat,0.03373727,Soft Drinks,56.6614,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,10.72821,DR
FDD,10.3,Regular,0.03056923,Fruits and Vegetables,113.1176,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,41.50744,FD
FDS,4.635,Low Fat,0.1408625,Breads,126.4994,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,13.20553,FD
FDS,6.465,Low Fat,0.2083977,Canned,265.2884,OUT010,Small,Tier 3,Grocery Store,15,Very_High,0.9988692,FD
DRI,6.03,Low Fat,0.03975124,Dairy,176.9028,OUT019,Small,Tier 1,Grocery Store,28,High,4.004522,DR
FDU,6.61,Regular,0.02695864,Snack Foods,186.4898,OUT045,Small,Tier 2,Supermarket Type1,11,High,16.05148,FD
FDL,19.6,Regular,0.127416,Snack Foods,167.4816,OUT027,Medium,Tier 3,Supermarket Type3,28,High,6.010747,FD
FDS,9.1,Low Fat,0.2914388,Baking Goods,126.8362,OUT010,Small,Tier 3,Grocery Store,15,Medium,0.9921158,FD
FDP,5.15,Regular,0.06112617,Meat,122.5388,OUT013,High,Tier 3,Supermarket Type1,26,Medium,3.031827,FD
FDI,5.59,Regular,0.05632872,Snack Foods,63.9168,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,25,FD
FDW,18,Low Fat,0.03901099,Snack Foods,147.7418,OUT046,Small,Tier 1,Supermarket Type1,16,High,27.88629,FD
NCA,10.1,None,0.09386236,Household,115.9492,OUT010,Small,Tier 3,Grocery Store,15,Medium,1.998275,NC
FDN,17.5,Low Fat,0.01548502,Fruits and Vegetables,185.6266,OUT027,Medium,Tier 3,Supermarket Type3,28,High,26.82546,FD
FDR,9.3,Regular,0.03327607,Meat,153.8314,OUT027,Medium,Tier 3,Supermarket Type3,28,High,24.20282,FD
DRK,8.21,Low Fat,0.01078116,Hard Drinks,149.9392,OUT049,Medium,Tier 1,Supermarket Type1,14,High,12.93064,DR
DRG,7.81,Low Fat,0.06773008,Soft Drinks,242.6486,OUT018,Medium,Tier 3,Supermarket Type2,4,Very_High,9.063054,DR
FDD,12.15,Low Fat,0.01841051,Frozen Foods,252.1698,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,9.053535,FD
FDE,19.35,Regular,0.08307983,Fruits and Vegetables,80.3644,OUT010,Small,Tier 3,Grocery Store,15,Medium,1.955204,FD
FDJ,15.6,Regular,0.176244,Snack Foods,173.6764,OUT010,Small,Tier 3,Grocery Store,15,High,2.96718,FD
FDM,7.365,Low Fat,0.1602166,Snack Foods,93.512,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,17.94225,FD
FDD,9.5,Regular,0.04867632,Starchy Foods,187.7898,OUT035,Small,Tier 2,Supermarket Type1,9,High,10.959,FD
DRM,9.695,Low Fat,0.07010342,Hard Drinks,179.4344,OUT027,Medium,Tier 3,Supermarket Type3,28,High,32.81609,DR
DRC,5.73,Low Fat,0.04555668,Soft Drinks,85.3882,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,15.08783,DR
FDL,15.1,Low Fat,0.07619376,Baking Goods,89.783,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,25.02784,FD
FDD,6.765,Regular,0.08718749,Frozen Foods,105.5306,OUT013,High,Tier 3,Supermarket Type1,26,Medium,14.85786,FD
FDV,14.85,Regular,0.03531185,Fruits and Vegetables,160.9578,OUT049,Medium,Tier 1,Supermarket Type1,14,High,29.90681,FD
FDR,6.11,Regular,0.1030809,Fruits and Vegetables,131.2968,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,14.9086,FD
FDX,20.1,Low Fat,0.07504932,Dairy,110.4228,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,10.00906,FD
DRC,5.73,Low Fat,0.04546387,Soft Drinks,85.2882,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,24.16884,DR
FDA,9.3,Low Fat,0.0159448,Dairy,249.5092,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,25.9479,FD
FDX,6.785,Regular,0.02297481,Snack Foods,208.7928,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,28.21457,FD
FDJ,8.645,Low Fat,0.02162978,Canned,51.9982,OUT045,Small,Tier 2,Supermarket Type1,11,Low,19.21924,FD
FDT,14.85,Low Fat,0.03251655,Canned,188.8214,OUT019,Small,Tier 1,Grocery Store,28,High,3.991526,FD
FDN,15.6,Low Fat,0.08103644,Baking Goods,112.3544,OUT013,High,Tier 3,Supermarket Type1,26,Medium,22.89765,FD
FDD,7.76,Low Fat,0.05947261,Snack Foods,98.77,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,13.14478,FD
FDM,9.195,Regular,0.0470814,Frozen Foods,51.1666,OUT013,High,Tier 3,Supermarket Type1,26,Low,23.04495,FD
FDA,9.8,Low Fat,0.0472604,Baking Goods,102.8016,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,18.70428,FD
